eBird.English.Name.2022,longtermlci,longtermmean,longtermrci,currentslopelci,currentslopemean,currentsloperci,rangelci,rangemean,rangerci,SOIBv2.Long.Term.Status,SOIBv2.Current.Status,SOIBv2.Range.Status,SOIBv2.Priority.Status
Slaty-legged Crake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruddy-breasted Crake,-22.86655343,11.0268952,60.39749133,-4.080136545,-2.211434243,-0.342731942,37.57,37.636,37.702,Trend Inconclusive,Trend Inconclusive,Large,Low
Brown Crake,NA,NA,NA,NA,NA,NA,41.841,41.934,42.027,Insufficient Data,Insufficient Data,Large,Low
Little Crake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baillon's Crake,NA,NA,NA,-10.05474089,-8.477449343,-6.900157796,17.89,17.947,18.004,Insufficient Data,Rapid Decline,Moderate,Moderate
Black-tailed Crake,NA,NA,NA,NA,NA,NA,1.492,1.537,1.582,Insufficient Data,Insufficient Data,Restricted,Moderate
Masked Finfoot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demoiselle Crane,-61.3918035,-52.24049873,-41.45207438,-5.656104326,-3.899865165,-2.143626003,17.968,18.026,18.084,Decline,Decline,Moderate,High
Siberian Crane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarus Crane,-79.30725182,-74.49822672,-69.09817432,-6.602294008,-5.290856007,-3.979418005,36.528,36.58,36.632,Rapid Decline,Rapid Decline,Large,High
Common Crane,-70.52074753,-63.60790439,-55.80498304,-5.313054502,-3.47899088,-1.644927258,18.822,18.865,18.908,Rapid Decline,Decline,Moderate,High
Black-necked Crane,NA,NA,NA,NA,NA,NA,1.493,1.518,1.543,Insufficient Data,Insufficient Data,Restricted,Moderate
Indian Thick-knee,NA,NA,NA,NA,NA,NA,96.992,97.065,97.138,Insufficient Data,Insufficient Data,Large,Low
Great Thick-knee,-72.77895803,-65.93872467,-57.75956554,-6.865188213,-5.342985496,-3.82078278,52.363,52.399,52.435,Rapid Decline,Rapid Decline,Large,High
Beach Thick-knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black-winged Stilt,-31.76545892,-18.99849074,-3.492156522,-3.966074024,-2.380839008,-0.795603992,146.701,146.743,146.785,Trend Inconclusive,Trend Inconclusive,Very Large,Low
Pied Avocet,-84.77303326,-81.38538084,-76.91004951,-7.764599652,-6.18446848,-4.604337307,27.516,27.573,27.63,Rapid Decline,Decline,Large,High
Ibisbill,NA,NA,NA,NA,NA,NA,1.903,1.944,1.985,Insufficient Data,Insufficient Data,Restricted,Moderate
Eurasian Oystercatcher,NA,NA,NA,-10.72094044,-8.917595578,-7.114250716,1.728,1.752,1.776,Insufficient Data,Rapid Decline,Restricted,High
Black-bellied Plover,-83.62490293,-79.27673911,-73.38670668,-5.351945228,-3.367021382,-1.382097536,6.842,6.878,6.914,Rapid Decline,Decline,Moderate,High
European Golden-Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Golden-Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pacific Golden-Plover,-74.94019741,-69.79415363,-64.20929459,-2.807420476,-0.694090626,1.419239224,22.687,22.728,22.769,Rapid Decline,Stable,Moderate,Moderate
Northern Lapwing,-53.89062655,-8.288991695,79.601589,-7.742241464,-0.022239585,7.697762293,7.384,7.432,7.48,Trend Inconclusive,Trend Inconclusive,Moderate,Moderate
River Lapwing,-45.89042774,-35.04978085,-21.63625922,-1.376530935,0.652841738,2.68221441,33.059,33.106,33.153,Trend Inconclusive,Stable,Large,Low
Yellow-wattled Lapwing,-48.05626696,-41.03159944,-32.31690694,-1.394760483,0.049426842,1.493614167,146.227,146.291,146.355,Decline,Stable,Very Large,Low
Gray-headed Lapwing,-16.1176692,5.060887595,32.14693587,-4.687838382,-2.577508121,-0.46717786,26.763,26.813,26.863,Stable,Trend Inconclusive,Large,Low
Red-wattled Lapwing,15.90776967,28.09725417,42.62788834,0.456756008,1.765677904,3.074599799,231.076,231.108,231.14,Trend Inconclusive,Trend Inconclusive,Very Large,Low
Sociable Lapwing,NA,NA,NA,NA,NA,NA,0.92,0.974,1.028,Insufficient Data,Insufficient Data,Restricted,High
White-tailed Lapwing,-77.17769265,-69.45940724,-59.42856732,-5.721846389,-3.681225127,-1.640603865,20.495,20.56,20.625,Rapid Decline,Trend Inconclusive,Moderate,Moderate
Lesser Sand-Plover,-78.36246463,-74.49639235,-70.21108865,-6.024777408,-4.605627477,-3.186477547,16.896,16.935,16.974,Rapid Decline,Decline,Moderate,High
Greater Sand-Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caspian Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentish Plover,-75.44279852,-71.13538041,-66.65340689,-6.72212808,-5.686564212,-4.651000344,62.574,62.637,62.7,Rapid Decline,Rapid Decline,Large,High
Common Ringed Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Long-billed Plover,NA,NA,NA,NA,NA,NA,0.861,0.917,0.973,Insufficient Data,Insufficient Data,Restricted,Moderate
Little Ringed Plover,-61.79369141,-56.54152308,-50.75678884,-5.601913749,-4.618446885,-3.634980021,138.012,138.071,138.13,Rapid Decline,Rapid Decline,Very Large,High
Oriental Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greater Painted-Snipe,-49.08968096,-38.34102767,-24.65568031,-2.859832464,-1.186438192,0.486956079,93.019,93.104,93.189,Trend Inconclusive,Stable,Large,Low
Pheasant-tailed Jacana,-42.86862173,-35.02189351,-25.31638106,-4.149221177,-2.87625984,-1.603298502,105.836,105.896,105.956,Trend Inconclusive,Decline,Very Large,Moderate
Bronze-winged Jacana,12.95238165,29.33836684,47.19798801,-1.755227257,-0.327330241,1.100566776,108.17,108.22,108.27,Trend Inconclusive,Stable,Very Large,Low
Whimbrel,-76.36616224,-71.54973078,-65.73318757,-4.355337695,-2.470570734,-0.585803773,9.737,9.768,9.799,Rapid Decline,Trend Inconclusive,Moderate,Moderate
Eurasian Curlew,-83.64296521,-80.60949925,-77.09446898,-7.508419584,-6.205427295,-4.902435006,23.492,23.539,23.586,Rapid Decline,Rapid Decline,Moderate,High
Bar-tailed Godwit,NA,NA,NA,-7.224183008,-4.18153025,-1.138877491,3.002,3.002,3.002,Insufficient Data,Trend Inconclusive,Restricted,Moderate
Black-tailed Godwit,-75.39368481,-70.75383913,-64.97380394,-7.534830447,-6.294273031,-5.053715616,57.934,57.987,58.04,Rapid Decline,Rapid Decline,Large,High
Ruddy Turnstone,NA,NA,NA,-9.153125701,-7.332179105,-5.511232509,4.788,4.816,4.844,Insufficient Data,Rapid Decline,Moderate,Moderate
Great Knot,NA,NA,NA,NA,NA,NA,1.522,1.549,1.576,Insufficient Data,Insufficient Data,Restricted,High
Red Knot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruff,-60.11536075,-52.87699769,-44.19540416,-6.346898688,-5.104109273,-3.861319858,55.861,55.916,55.971,Decline,Rapid Decline,Large,High
Broad-billed Sandpiper,NA,NA,NA,-12.51731431,-1.105792322,10.30572967,2.017,2.017,2.017,Insufficient Data,Trend Inconclusive,Restricted,Moderate
Sharp-tailed Sandpiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curlew Sandpiper,-84.92543263,-81.37934346,-76.12410377,-6.122255186,-4.443312249,-2.764369311,7.301,7.301,7.301,Rapid Decline,Decline,Moderate,High
Temminck's Stint,-58.37958497,-51.03191982,-42.25566993,-3.718356988,-2.244150671,-0.769944354,88.795,88.86,88.925,Decline,Trend Inconclusive,Large,Moderate
Long-toed Stint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spoon-billed Sandpiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red-necked Stint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanderling,NA,NA,NA,-7.122164671,-4.753075165,-2.38398566,3.217,3.217,3.217,Insufficient Data,Decline,Restricted,High
Dunlin,-89.56172639,-86.40835509,-82.39454528,-7.988897899,-6.003126776,-4.017355654,6.397,6.397,6.397,Rapid Decline,Rapid Decline,Moderate,High
Little Stint,-71.12866758,-66.56440266,-61.39569708,-5.483859941,-4.285177265,-3.086494588,92.016,92.076,92.136,Rapid Decline,Rapid Decline,Large,High
Buff-breasted Sandpiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pectoral Sandpiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asian Dowitcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Long-billed Dowitcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Snipe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurasian Woodcock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solitary Snipe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wood Snipe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Great Snipe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Common Snipe,-90.01192848,-50.97171624,158.1696753,-24.06416623,-3.085881653,17.89240292,97.166,97.236,97.306,Trend Inconclusive,Trend Inconclusive,Large,Low
Pin-tailed Snipe,-67.24840596,-55.01735596,-39.45306756,-8.468117065,-6.176633716,-3.885150368,20.576,20.639,20.702,Decline,Rapid Decline,Moderate,High
Swinhoe's Snipe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terek Sandpiper,-85.2522839,-80.70901019,-75.00620406,-8.841734824,-7.121160294,-5.400585764,6.362,6.394,6.426,Rapid Decline,Rapid Decline,Moderate,High
Red-necked Phalarope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Phalarope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Common Sandpiper,-51.65062697,-46.14151364,-39.8300318,-4.637902479,-3.663851518,-2.689800557,192.169,192.211,192.253,Decline,Decline,Very Large,Moderate
Green Sandpiper,-52.09752118,-45.45741961,-38.13469431,-2.309039379,-0.972296971,0.364445438,174.755,174.804,174.853,Decline,Stable,Very Large,Low
Gray-tailed Tattler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spotted Redshank,-68.01827715,-60.96575548,-51.37617412,-8.348054829,-6.981863039,-5.61567125,57.058,57.132,57.206,Rapid Decline,Rapid Decline,Large,High
Common Greenshank,-67.46533174,-62.5643566,-56.78273824,-5.584732827,-4.459472823,-3.334212819,116.252,116.312,116.372,Rapid Decline,Rapid Decline,Very Large,High
Nordmann's Greenshank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marsh Sandpiper,-67.89059707,-62.43533111,-56.52655305,-6.764879443,-5.6968611,-4.628842756,52.04,52.04,52.04,Rapid Decline,Rapid Decline,Large,High
Wood Sandpiper,-34.79993687,-26.26478517,-16.66006165,-4.10644209,-2.918999996,-1.731557902,153.56,153.616,153.672,Trend Inconclusive,Decline,Very Large,Moderate
Common Redshank,-70.4508321,-65.10960351,-58.77479653,-5.751420024,-4.346892427,-2.942364831,72.693,72.748,72.803,Rapid Decline,Decline,Large,High
Small Buttonquail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yellow-legged Buttonquail,NA,NA,NA,NA,NA,NA,1.393,1.545,1.697,Insufficient Data,Insufficient Data,Restricted,Moderate
Barred Buttonquail,NA,NA,NA,NA,NA,NA,100.69,100.77,100.85,Insufficient Data,Insufficient Data,Very Large,Low
Crab-Plover,NA,NA,NA,NA,NA,NA,0.791,0.821,0.851,Insufficient Data,Insufficient Data,Restricted,Moderate
Cream-colored Courser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indian Courser,-80.38682975,-76.55214117,-72.21151208,-5.666125837,-4.296020493,-2.925915149,35.968,36.042,36.116,Rapid Decline,Decline,Large,High
Jerdon's Courser,NA,NA,NA,NA,NA,NA,0,0,0,Insufficient Data,Insufficient Data,Historical,High
Collared Pratincole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oriental Pratincole,NA,NA,NA,-4.767654834,-1.872301635,1.023051564,5.99,6.057,6.124,Insufficient Data,Trend Inconclusive,Moderate,Low
Small Pratincole,-68.51992327,-63.30313815,-57.08317387,-3.784632664,-2.326666715,-0.868700767,80.948,81.021,81.094,Rapid Decline,Trend Inconclusive,Large,Moderate
South Polar Skua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown Skua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pomarine Jaeger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parasitic Jaeger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Long-tailed Jaeger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black-legged Kittiwake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sabine's Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slender-billed Gull,-77.7832514,-71.12400703,-62.19155564,-9.590353235,-7.991193099,-6.392032964,5.551,5.591,5.631,Rapid Decline,Rapid Decline,Moderate,High
Black-headed Gull,-75.02331776,-69.86149127,-62.85921712,-7.412322273,-5.819739786,-4.227157299,33.18,33.231,33.282,Rapid Decline,Decline,Large,High
Brown-headed Gull,-79.54879285,-76.34939515,-72.6615558,-6.530221378,-5.368503415,-4.206785452,37.513,37.56,37.607,Rapid Decline,Decline,Large,High
Little Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franklin's Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White-eyed Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sooty Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pallas's Gull,-63.13594592,-54.59722859,-44.7525675,-5.73021268,-4.091478154,-2.452743628,26.949,26.995,27.041,Decline,Decline,Large,Moderate
Common Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herring Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caspian Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesser Black-backed Gull,-63.92299246,-55.7278165,-45.57396457,-0.280125472,2.162245949,4.60461737,12.231,12.272,12.313,Decline,Stable,Moderate,Moderate
Brown Noddy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black Noddy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesser Noddy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sooty Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bridled Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Tern,-80.88669916,-76.78561994,-71.61481489,-5.614361689,-3.815849422,-2.017337154,13.91,13.961,14.012,Rapid Decline,Decline,Moderate,High
Saunders's Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gull-billed Tern,-84.07585686,-80.66204586,-76.76913892,-8.778202742,-7.636587718,-6.494972694,15.436,15.436,15.436,Rapid Decline,Rapid Decline,Moderate,High
Caspian Tern,-77.27397154,-71.70148627,-65.00893467,-6.321915485,-4.656528386,-2.991141288,11.917,11.955,11.993,Rapid Decline,Decline,Moderate,High
Black Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White-winged Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whiskered Tern,-62.2293166,-56.72391921,-50.344569,-6.428992138,-5.473291274,-4.51759041,54.957,55.006,55.055,Rapid Decline,Rapid Decline,Large,High
Roseate Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black-naped Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Common Tern,-86.52708304,-83.6400856,-79.84361668,-6.907671063,-5.040993159,-3.174315255,3.617,3.617,3.617,Rapid Decline,Rapid Decline,Restricted,High
Arctic Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black-bellied Tern,NA,NA,NA,-2.01305419,1.147249913,4.307554016,9.375,9.426,9.477,Insufficient Data,Trend Inconclusive,Moderate,High
River Tern,-47.26733493,-40.55610242,-33.11137957,-2.739623257,-1.504045455,-0.268467653,111.303,111.351,111.399,Decline,Trend Inconclusive,Very Large,Moderate
White-cheeked Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Great Crested Tern,NA,NA,NA,-0.977861173,2.219441611,5.416744395,4.577,4.606,4.635,Insufficient Data,Trend Inconclusive,Moderate,Low
Sandwich Tern,NA,NA,NA,-12.75794178,-10.66209478,-8.566247781,1.652,1.652,1.652,Insufficient Data,Rapid Decline,Restricted,High
Lesser Crested Tern,-59.0599224,-49.82300081,-38.61735528,-2.631474727,-0.245741628,2.13999147,5.269,5.302,5.335,Decline,Stable,Moderate,Moderate
Indian Skimmer,NA,NA,NA,-6.71822824,-4.164754855,-1.611281471,4.142,4.193,4.244,Insufficient Data,Decline,Restricted,High
White-tailed Tropicbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red-billed Tropicbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red-tailed Tropicbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red-throated Loon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arctic Loon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light-mantled Albatross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wilson's Storm-Petrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White-faced Storm-Petrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black-bellied Storm-Petrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swinhoe's Storm-Petrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barau's Petrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jouanin's Petrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streaked Shearwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cory's Shearwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flesh-footed Shearwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wedge-tailed Shearwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Short-tailed Shearwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Shearwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persian Shearwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asian Openbill,34.94323505,53.05872433,74.79758412,-3.342395032,-2.186080848,-1.029766665,173.618,173.667,173.716,Increase,Trend Inconclusive,Very Large,Low
Black Stork,-69.47297066,-61.29938985,-51.00293339,-3.863158076,-1.726784289,0.409589499,36.76,36.828,36.896,Rapid Decline,Trend Inconclusive,Large,Moderate
Asian Woolly-necked Stork,-46.74507875,-38.84099692,-29.35797508,-4.342901172,-3.217271638,-2.091642104,131.78,131.839,131.898,Decline,Decline,Very Large,Moderate
White Stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black-necked Stork,-67.93333602,-59.56434802,-49.21905994,-4.998025568,-2.868416922,-0.738808277,17.78,17.831,17.882,Decline,Trend Inconclusive,Moderate,Moderate
Lesser Adjutant,-46.03813061,-34.08585771,-19.65546105,-4.948255386,-3.230256689,-1.512257991,21.421,21.466,21.511,Trend Inconclusive,Decline,Moderate,Moderate
Greater Adjutant,NA,NA,NA,NA,NA,NA,3.672,3.718,3.764,Insufficient Data,Insufficient Data,Restricted,High
Painted Stork,-12.22205124,2.206076575,20.16485214,-4.591014041,-3.175189136,-1.759364231,138.218,138.271,138.324,Stable,Decline,Very Large,Low
Lesser Frigatebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas Island Frigatebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Great Frigatebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Masked Booby,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown Booby,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red-footed Booby,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oriental Darter,11.7298411,27.45238311,46.2962759,-1.255328007,0.203889354,1.663106715,121.557,121.615,121.673,Trend Inconclusive,Stable,Very Large,Low
Little Cormorant,27.34889103,42.08114327,58.02421248,-1.068552308,0.228787198,1.526126705,221.163,221.199,221.235,Increase,Stable,Very Large,Low
Great Cormorant,1.389712745,14.99375616,31.14206033,-1.730682385,-0.336260292,1.058161802,135.602,135.657,135.712,Trend Inconclusive,Stable,Very Large,Low
Indian Cormorant,48.95934625,71.79778947,95.28571208,-3.455195704,-2.274518768,-1.093841832,164.011,164.065,164.119,Increase,Trend Inconclusive,Very Large,Low
Great White Pelican,-53.97081595,-41.8748749,-26.18605288,-7.641204123,-5.954602985,-4.268001846,18.045,18.093,18.141,Decline,Decline,Moderate,High
Spot-billed Pelican,-13.30792681,2.3321591,21.15315563,-6.353192876,-5.187121736,-4.021050596,21.334,21.373,21.412,Stable,Rapid Decline,Moderate,Moderate
Dalmatian Pelican,NA,NA,NA,-9.198052023,-7.835126674,-6.472201326,9.091,9.091,9.091,Insufficient Data,Rapid Decline,Moderate,Moderate
Great Bittern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yellow Bittern,1.735190267,21.63912366,43.4181114,-3.986676271,-2.499146343,-1.011616414,40.489,40.551,40.613,Trend Inconclusive,Trend Inconclusive,Large,Low
Little Bittern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinnamon Bittern,-61.72670392,-54.0043809,-44.12635343,-3.574615011,-1.508381754,0.557851503,33.894,33.894,33.894,Decline,Stable,Large,Low
Black Bittern,-43.92274549,-33.19715368,-20.07260117,-5.096686779,-3.418697372,-1.740707966,35.359,35.425,35.491,Trend Inconclusive,Trend Inconclusive,Large,Low
Gray Heron,-29.50084942,-17.96324605,-2.50833724,-3.845085486,-2.143115657,-0.441145828,181.112,181.161,181.21,Trend Inconclusive,Trend Inconclusive,Very Large,Low
White-bellied Heron,NA,NA,NA,NA,NA,NA,0.37,0.464,0.558,Insufficient Data,Insufficient Data,Very Restricted,High
Goliath Heron,NA,NA,NA,NA,NA,NA,0,0,0,Insufficient Data,Insufficient Data,Historical,Low
Purple Heron,35.301445,53.40004445,73.53260997,-1.604767507,-0.278087898,1.048591712,153.174,153.226,153.278,Increase,Stable,Very Large,Low
Great Egret,-17.2146129,-7.718181015,3.476832919,-2.641469566,-1.373405383,-0.1053412,188.896,188.947,188.998,Stable,Trend Inconclusive,Very Large,Low
Intermediate Egret,-10.06676634,5.416744271,22.51999866,-3.077813051,-1.590880421,-0.103947792,198.663,198.709,198.755,Stable,Trend Inconclusive,Very Large,Low
Chinese Egret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Egret,-25.52421056,-17.09101982,-7.660911677,-3.035089112,-1.980716255,-0.926343399,224.852,224.891,224.93,Trend Inconclusive,Trend Inconclusive,Very Large,Low
Western Reef-Heron,-72.96222418,-67.56486355,-60.99416128,-6.144627728,-4.731098901,-3.317570075,15.959,15.959,15.959,Rapid Decline,Decline,Moderate,High
Pacific Reef-Heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattle Egret,18.32541078,31.23108813,45.62329838,-1.861288564,-0.762279346,0.336729873,236.245,236.272,236.299,Trend Inconclusive,Stable,Very Large,Low
Indian Pond-Heron,-7.558926336,2.31074623,14.72326764,-1.885006855,-0.804337321,0.276332212,229.729,229.76,229.791,Stable,Stable,Very Large,Low
Chinese Pond-Heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javan Pond-Heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Striated Heron,-54.40498785,-46.61818497,-37.85854316,-3.161599619,-1.636210287,-0.110820956,99.664,99.744,99.824,Decline,Trend Inconclusive,Large,Moderate
Black-crowned Night-Heron,-24.81551211,-10.2681091,7.530829195,-1.747295471,0.145644159,2.038583789,143.7,143.766,143.832,Stable,Stable,Very Large,Low
White-eared Night-Heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malayan Night-Heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glossy Ibis,136.3553675,183.836496,246.4869589,-2.201838531,0.002767414,2.207373359,117.368,117.421,117.474,Rapid Increase,Stable,Very Large,Low
Black-headed Ibis,85.98139174,110.8867439,140.886037,-0.609347406,0.863712741,2.336772887,159.154,159.205,159.256,Rapid Increase,Stable,Very Large,Low
Red-naped Ibis,70.65947582,95.57895706,122.3223532,-1.700809145,-0.343642872,1.013523401,150.912,150.96,151.008,Rapid Increase,Stable,Very Large,Low
Eurasian Spoonbill,-63.17611923,-57.65794755,-51.22028383,-7.766077166,-6.841560316,-5.917043467,51.792,51.792,51.792,Rapid Decline,Rapid Decline,Large,High
Osprey,-67.66146181,-61.75690589,-54.18485074,-6.641082527,-5.488557365,-4.336032203,74.349,74.413,74.477,Rapid Decline,Rapid Decline,Large,High
Black-winged Kite,-48.8680409,-42.53968079,-35.00187003,-4.527546079,-3.460561293,-2.393576507,222.487,222.536,222.585,Decline,Decline,Very Large,Moderate
Bearded Vulture,-80.499055,-75.69914824,-69.43392017,-8.023864153,-6.336982066,-4.650099978,14.921,14.961,15.001,Rapid Decline,Rapid Decline,Moderate,High
Egyptian Vulture,-82.84558083,-80.2011354,-77.20316834,-6.252690031,-5.091828072,-3.930966114,46.014,46.061,46.108,Rapid Decline,Decline,Large,High
European Honey-buzzard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oriental Honey-buzzard,-12.84974819,-1.161140902,13.35949435,-1.827117483,-0.538868224,0.749381036,135.587,135.651,135.715,Stable,Stable,Very Large,Low
Jerdon's Baza,NA,NA,NA,NA,NA,NA,9.07,9.134,9.198,Insufficient Data,Insufficient Data,Moderate,Low
Black Baza,-37.88908721,1.775423379,60.46517838,-4.492599306,-0.764782686,2.963033934,3.889,3.915,3.941,Trend Inconclusive,Trend Inconclusive,Restricted,Moderate
