Sl No,Order,Family,Species,English Name,Scientific Name,eBird.English.Name.2025,eBird.Scientific.Name.2025,Authority,Alternative Names,Vagrant,Historical,IUCN RedList,WPA Schedule,SOIB,CITES Appendix,CMS Appendix,Endemic (India),Endemic (Andaman & Nicobar Is),Endemic (Assam Plains),Endemic (Cental Indian Forests),Endemic (Southern Andhra Pradesh),Endemic (Eastern Himalayas),Endemic (Indus Plains),Endemic (Northern Myanmar lowlands),Endemic (Southern Deccan Plateau),Endemic (Western Ghats),Endemic (Western Himalayas)
1230,Passeriformes,Dicaeidae,Yellow-vented Flowerpecker Pachyglossa chrysorrhea,Yellow-vented Flowerpecker,Pachyglossa chrysorrhea,Yellow-vented Flowerpecker,Pachyglossa chrysorrhea,"(Temminck, 1829)",,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1231,Passeriformes,Dicaeidae,Yellow-bellied Flowerpecker Pachyglossa melanozantha,Yellow-bellied Flowerpecker,Pachyglossa melanozantha,Yellow-bellied Flowerpecker,Pachyglossa melanozantha,"Blyth, 1843",,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1232,Passeriformes,Dicaeidae,Pale-billed Flowerpecker Dicaeum erythrorhynchos,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,"(Latham, 1790)",Tickell's Flowerpecker,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1233,Passeriformes,Dicaeidae,Nilgiri Flowerpecker Dicaeum concolor,Nilgiri Flowerpecker,Dicaeum concolor,Nilgiri Flowerpecker,Dicaeum concolor,"Jerdon, 1840",,,,Least Concern,Schedule-II,Low,,,X,,,,,,,,,X,
1234,Passeriformes,Dicaeidae,Plain Flowerpecker Dicaeum minullum,Plain Flowerpecker,Dicaeum minullum,Plain Flowerpecker,Dicaeum minullum,"Swinhoe, 1870",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1235,Passeriformes,Dicaeidae,Andaman Flowerpecker Dicaeum virescens,Andaman Flowerpecker,Dicaeum virescens,Andaman Flowerpecker,Dicaeum virescens,"Hume, 1873",,,,Not recognized,Schedule-II,Moderate,,,X,X,,,,,,,,,
1236,Passeriformes,Dicaeidae,Fire-breasted Flowerpecker Dicaeum ignipectus,Fire-breasted Flowerpecker,Dicaeum ignipectus,Fire-breasted Flowerpecker,Dicaeum ignipectus,"(Blyth, 1843)",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1237,Passeriformes,Dicaeidae,Scarlet-backed Flowerpecker Dicaeum cruentatum,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Scarlet-backed Flowerpecker,Dicaeum cruentatum,"(Linnaeus, 1758)",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1238,Passeriformes,Nectariniidae,Ruby-cheeked Sunbird Chalcoparia singalensis,Ruby-cheeked Sunbird,Chalcoparia singalensis,Ruby-cheeked Sunbird,Chalcoparia singalensis,"(Gmelin, 1789)",Rubycheek,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1239,Passeriformes,Nectariniidae,Purple-rumped Sunbird Leptocoma zeylonica,Purple-rumped Sunbird,Leptocoma zeylonica,Purple-rumped Sunbird,Leptocoma zeylonica,"(Linnaeus, 1766)",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1240,Passeriformes,Nectariniidae,Crimson-backed Sunbird Leptocoma minima,Crimson-backed Sunbird,Leptocoma minima,Crimson-backed Sunbird,Leptocoma minima,"(Sykes, 1832)",Small Sunbird,,,Least Concern,Schedule-II,Moderate,,,X,,,,,,,,,X,
1241,Passeriformes,Nectariniidae,Van Hasselt's Sunbird Leptocoma brasiliana,Van Hasselt's Sunbird,Leptocoma brasiliana,Van Hasselt's Sunbird,Leptocoma brasiliana,"(Gmelin, 1788)","Maroon-bellied Sunbird, Purple-throated Sunbird (with L. sperata EL)",,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1242,Passeriformes,Nectariniidae,Purple Sunbird Cinnyris asiaticus,Purple Sunbird,Cinnyris asiaticus,Purple Sunbird,Cinnyris asiaticus,"(Latham, 1790)",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1243,Passeriformes,Nectariniidae,Olive-backed Sunbird Cinnyris ornatus,Olive-backed Sunbird,Cinnyris ornatus,Ornate Sunbird,Cinnyris ornatus,"Lesson, 1827",Ornate Sunbird,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1244,Passeriformes,Nectariniidae,Loten's Sunbird Cinnyris lotenius,Loten's Sunbird,Cinnyris lotenius,Loten's Sunbird,Cinnyris lotenius,"(Linnaeus, 1766)","Long-billed Sunbird, Maroon-breasted Sunbird",,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1245,Passeriformes,Nectariniidae,Fire-tailed Sunbird Aethopyga ignicauda,Fire-tailed Sunbird,Aethopyga ignicauda,Fire-tailed Sunbird,Aethopyga ignicauda,"(Hodgson, 1836)",Fire-tailed Yellow-backed Sunbird,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1246,Passeriformes,Nectariniidae,Black-throated Sunbird Aethopyga saturata,Black-throated Sunbird,Aethopyga saturata,Black-throated Sunbird,Aethopyga saturata,"(Hodgson, 1836)",Black-breasted Sunbird,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1247,Passeriformes,Nectariniidae,Mrs. Gould's Sunbird Aethopyga gouldiae,Mrs. Gould's Sunbird,Aethopyga gouldiae,Mrs. Gould's Sunbird,Aethopyga gouldiae,"(Vigors, 1831)",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1248,Passeriformes,Nectariniidae,Green-tailed Sunbird Aethopyga nipalensis,Green-tailed Sunbird,Aethopyga nipalensis,Green-tailed Sunbird,Aethopyga nipalensis,"(Hodgson, 1836)",Nepal Yellow-backed Sunbird,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1249,Passeriformes,Nectariniidae,Vigors's Sunbird Aethopyga vigorsii,Vigors's Sunbird,Aethopyga vigorsii,Vigors's Sunbird,Aethopyga vigorsii,"(Sykes, 1832)","Vigors's Yellow-backed Sunbird, Sahyadri Sunbird",,,Least Concern,Schedule-II,Low,,,X,,,,,,,,,X,
1250,Passeriformes,Nectariniidae,Crimson Sunbird Aethopyga siparaja,Crimson Sunbird,Aethopyga siparaja,Crimson Sunbird,Aethopyga siparaja,"(Raffles, 1822)",Yellow-backed Sunbird (with A. vigorsii),,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1251,Passeriformes,Nectariniidae,Little Spiderhunter Arachnothera longirostra,Little Spiderhunter,Arachnothera longirostra,Little Spiderhunter,Arachnothera longirostra,"(Latham, 1790)",,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1252,Passeriformes,Nectariniidae,Streaked Spiderhunter Arachnothera magna,Streaked Spiderhunter,Arachnothera magna,Streaked Spiderhunter,Arachnothera magna,"(Hodgson, 1836)",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1253,Passeriformes,Irenidae,Asian Fairy-bluebird Irena puella,Asian Fairy-bluebird,Irena puella,Asian Fairy-bluebird,Irena puella,"(Latham, 1790)",,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1254,Passeriformes,Chloropseidae,Blue-winged Leafbird Chloropsis moluccensis,Blue-winged Leafbird,Chloropsis moluccensis,Blue-winged Leafbird,Chloropsis moluccensis,"Gray, 1831",Gold-mantled Chloropsis (with C. jerdoni),,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1255,Passeriformes,Chloropseidae,Jerdon's Leafbird Chloropsis jerdoni,Jerdon's Leafbird,Chloropsis jerdoni,Jerdon's Leafbird,Chloropsis jerdoni,"(Blyth, 1844)",Jerdon's Chloropsis,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1256,Passeriformes,Chloropseidae,Golden-fronted Leafbird Chloropsis aurifrons,Golden-fronted Leafbird,Chloropsis aurifrons,Golden-fronted Leafbird,Chloropsis aurifrons,"(Temminck, 1829)","Gold-fronted Chloropsis, Golden-fronted Chloropsis",,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1257,Passeriformes,Chloropseidae,Orange-bellied Leafbird Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis hardwickii,"Jardine & Selby, 1830",Orange-bellied Chloropsis,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1258,Passeriformes,Ploceidae,Streaked Weaver Ploceus manyar,Streaked Weaver,Ploceus manyar,Streaked Weaver,Ploceus manyar,"(Horsfield, 1821)",Streaked Weaver Bird,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1259,Passeriformes,Ploceidae,Baya Weaver Ploceus philippinus,Baya Weaver,Ploceus philippinus,Baya Weaver,Ploceus philippinus,"(Linnaeus, 1766)","Baya, Indian Baya",,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1260,Passeriformes,Ploceidae,Finn's Weaver Ploceus megarhynchus,Finn's Weaver,Ploceus megarhynchus,Finn's Weaver,Ploceus megarhynchus,"Hume, 1869","Yellow Weaver, Finn's Baya",,,Endangered,Schedule-I,High,,,,,,,,,,,,,
1261,Passeriformes,Ploceidae,Black-breasted Weaver Ploceus benghalensis,Black-breasted Weaver,Ploceus benghalensis,Black-breasted Weaver,Ploceus benghalensis,"(Linnaeus, 1758)","Bengal Weaver, Black-throated Weaver, Black-throated Weaver Bird",,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1262,Passeriformes,Estrildidae,Indian Silverbill Euodice malabarica,Indian Silverbill,Euodice malabarica,Indian Silverbill,Euodice malabarica,"(Linnaeus, 1758)",White-throated Munia,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1263,Passeriformes,Estrildidae,Scaly-breasted Munia Lonchura punctulata,Scaly-breasted Munia,Lonchura punctulata,Scaly-breasted Munia,Lonchura punctulata,"(Linnaeus, 1758)",Spotted Munia,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1264,Passeriformes,Estrildidae,Black-throated Munia Lonchura kelaarti,Black-throated Munia,Lonchura kelaarti,Black-throated Munia,Lonchura kelaarti,"(Jerdon, 1863)",Rufous-bellied Munia,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1265,Passeriformes,Estrildidae,White-rumped Munia Lonchura striata,White-rumped Munia,Lonchura striata,White-rumped Munia,Lonchura striata,"(Linnaeus, 1766)",White-backed Munia,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1266,Passeriformes,Estrildidae,Tricoloured Munia Lonchura malacca,Tricoloured Munia,Lonchura malacca,Tricolored Munia,Lonchura malacca,"(Linnaeus, 1766)",Black-headed Munia (with L. atricapilla),,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1267,Passeriformes,Estrildidae,Chestnut Munia Lonchura atricapilla,Chestnut Munia,Lonchura atricapilla,Chestnut Munia,Lonchura atricapilla,"(Vieillot, 1807)",,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1268,Passeriformes,Estrildidae,Pin-tailed Parrotfinch Erythrura prasina,Pin-tailed Parrotfinch,Erythrura prasina,Pin-tailed Parrotfinch,Erythrura prasina,"(Sparrman, 1788)",,X,,Least Concern,Recent addition,,,,,,,,,,,,,,
1269,Passeriformes,Estrildidae,Green Munia Amandava formosa,Green Munia,Amandava formosa,Green Avadavat,Amandava formosa,"(Latham, 1790)",Green Avadavat,,,Vulnerable,Schedule-I,High,Appendix II,,X,,,,,,,,,,
1270,Passeriformes,Estrildidae,Red Munia Amandava amandava,Red Munia,Amandava amandava,Red Avadavat,Amandava amandava,"(Linnaeus, 1758)",Red Avadavat,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1271,Passeriformes,Prunellidae,Alpine Accentor Prunella collaris,Alpine Accentor,Prunella collaris,Alpine Accentor,Prunella collaris,"(Scopoli, 1769)",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1272,Passeriformes,Prunellidae,Altai Accentor Prunella himalayana,Altai Accentor,Prunella himalayana,Altai Accentor,Prunella himalayana,"(Blyth, 1842)","Himalayan Accentor, Rufous-streaked Accentor",,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1273,Passeriformes,Prunellidae,Robin Accentor Prunella rubeculoides,Robin Accentor,Prunella rubeculoides,Robin Accentor,Prunella rubeculoides,"(Moore, 1854)",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1274,Passeriformes,Prunellidae,Rufous-breasted Accentor Prunella strophiata,Rufous-breasted Accentor,Prunella strophiata,Rufous-breasted Accentor,Prunella strophiata,"(Blyth, 1843)",,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1275,Passeriformes,Prunellidae,Brown Accentor Prunella fulvescens,Brown Accentor,Prunella fulvescens,Brown Accentor,Prunella fulvescens,"(Severtsov, 1873)",,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1276,Passeriformes,Prunellidae,Black-throated Accentor Prunella atrogularis,Black-throated Accentor,Prunella atrogularis,Black-throated Accentor,Prunella atrogularis,"(Brandt, 1843)",,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1277,Passeriformes,Prunellidae,Maroon-backed Accentor Prunella immaculata,Maroon-backed Accentor,Prunella immaculata,Maroon-backed Accentor,Prunella immaculata,"(Hodgson, 1845)",,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1278,Passeriformes,Passeridae,House Sparrow Passer domesticus,House Sparrow,Passer domesticus,House Sparrow,Passer domesticus,"(Linnaeus, 1758)",,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1279,Passeriformes,Passeridae,Spanish Sparrow Passer hispaniolensis,Spanish Sparrow,Passer hispaniolensis,Spanish Sparrow,Passer hispaniolensis,"(Temminck, 1820)",,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1280,Passeriformes,Passeridae,Sind Sparrow Passer pyrrhonotus,Sind Sparrow,Passer pyrrhonotus,Sind Sparrow,Passer pyrrhonotus,"Blyth, 1845",Sind Jungle Sparrow,,,Least Concern,Schedule-II,Low,,,,,,,,,X,,,,
1281,Passeriformes,Passeridae,Russet Sparrow Passer cinnamomeus,Russet Sparrow,Passer cinnamomeus,Russet Sparrow,Passer cinnamomeus,"(Gould, 1836)","Cinnamon Tree Sparrow, Cinnamon Sparrow",,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1282,Passeriformes,Passeridae,Eurasian Tree Sparrow Passer montanus,Eurasian Tree Sparrow,Passer montanus,Eurasian Tree Sparrow,Passer montanus,"(Linnaeus, 1758)",Tree Sparrow,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1283,Passeriformes,Passeridae,Yellow-throated Sparrow Gymnoris xanthocollis,Yellow-throated Sparrow,Gymnoris xanthocollis,Yellow-throated Sparrow,Gymnoris xanthocollis,"(Burton, 1838)",Chestnut-shouldered Petronia,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1284,Passeriformes,Passeridae,Rock Sparrow Petronia petronia,Rock Sparrow,Petronia petronia,Rock Sparrow,Petronia petronia,"(Linnaeus, 1766)","Rock Petronia, Eurasian Rock Sparrow",X,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1285,Passeriformes,Passeridae,Pale Rockfinch Carpospiza brachydactyla,Pale Rockfinch,Carpospiza brachydactyla,Pale Rockfinch,Carpospiza brachydactyla,"(Bonaparte, 1850)","Pale Rock Sparrow, Pale Sparrow",X,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1286,Passeriformes,Passeridae,Black-winged Snowfinch Montifringilla adamsi,Black-winged Snowfinch,Montifringilla adamsi,Black-winged Snowfinch,Montifringilla adamsi,"Adams, 1859",Tibetan Snowfinch,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1287,Passeriformes,Passeridae,White-rumped Snowfinch Onychostruthus taczanowskii,White-rumped Snowfinch,Onychostruthus taczanowskii,White-rumped Snowfinch,Onychostruthus taczanowskii,"(Przevalski, 1876)","Mandelli's Snowfinch, Taczanowski's Snowfinch",,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1288,Passeriformes,Passeridae,Rufous-necked Snowfinch Pyrgilauda ruficollis,Rufous-necked Snowfinch,Pyrgilauda ruficollis,Rufous-necked Snowfinch,Pyrgilauda ruficollis,"(Blanford, 1871)",Red-necked Snowfinch,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1289,Passeriformes,Passeridae,Blanford's Snowfinch Pyrgilauda blanfordi,Blanford's Snowfinch,Pyrgilauda blanfordi,Blanford's Snowfinch,Pyrgilauda blanfordi,"(Hume, 1876)",Plain-backed Snowfinch,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1290,Passeriformes,Motacillidae,Forest Wagtail Dendronanthus indicus,Forest Wagtail,Dendronanthus indicus,Forest Wagtail,Dendronanthus indicus,"(Gmelin, 1789)",,,,Least Concern,Schedule-I,High,,Appendix II,,,,,,,,,,,
1291,Passeriformes,Motacillidae,Grey Wagtail Motacilla cinerea,Grey Wagtail,Motacilla cinerea,Gray Wagtail,Motacilla cinerea,"Tunstall, 1771",,,,Least Concern,Schedule-II,Moderate,,Appendix II,,,,,,,,,,,
1292,Passeriformes,Motacillidae,Western Yellow Wagtail Motacilla flava,Western Yellow Wagtail,Motacilla flava,Western Yellow Wagtail,Motacilla flava,"Linnaeus, 1758",Yellow Wagtail (with M. tschutschensis),,,Least Concern,Schedule-II,Moderate,,Appendix II,,,,,,,,,,,
1293,Passeriformes,Motacillidae,Eastern Yellow Wagtail Motacilla tschutschensis,Eastern Yellow Wagtail,Motacilla tschutschensis,Eastern Yellow Wagtail,Motacilla tschutschensis,"Gmelin, 1789",,,,Least Concern,Schedule-II,,,Appendix II,,,,,,,,,,,
1294,Passeriformes,Motacillidae,Citrine Wagtail Motacilla citreola,Citrine Wagtail,Motacilla citreola,Citrine Wagtail,Motacilla citreola,"Pallas, 1776",Yellow-headed Wagtail,,,Least Concern,Schedule-II,Moderate,,Appendix II,,,,,,,,,,,
1295,Passeriformes,Motacillidae,White-browed Wagtail Motacilla maderaspatensis,White-browed Wagtail,Motacilla maderaspatensis,White-browed Wagtail,Motacilla maderaspatensis,"Gmelin, 1789",Large Pied Wagtail,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1296,Passeriformes,Motacillidae,White Wagtail Motacilla alba,White Wagtail,Motacilla alba,White Wagtail,Motacilla alba,"Linnaeus, 1758",Pied Wagtail,,,Least Concern,Schedule-II,Moderate,,Appendix II,,,,,,,,,,,
1297,Passeriformes,Motacillidae,Richard's Pipit Anthus richardi,Richard's Pipit,Anthus richardi,Richard's Pipit,Anthus richardi,"Vieillot, 1818",,,,Least Concern,Schedule-II,Low,,Appendix II,,,,,,,,,,,
1298,Passeriformes,Motacillidae,Paddyfield Pipit Anthus rufulus,Paddyfield Pipit,Anthus rufulus,Paddyfield Pipit,Anthus rufulus,"Vieillot, 1818",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1299,Passeriformes,Motacillidae,Long-billed Pipit Anthus similis,Long-billed Pipit,Anthus similis,Long-billed Pipit,Anthus similis,"(Jerdon, 1840)",Brown Rock Pipit,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1300,Passeriformes,Motacillidae,Blyth's Pipit Anthus godlewskii,Blyth's Pipit,Anthus godlewskii,Blyth's Pipit,Anthus godlewskii,"(Taczanowski, 1876)",,,,Least Concern,Schedule-II,Low,,Appendix II,,,,,,,,,,,
1301,Passeriformes,Motacillidae,Tawny Pipit Anthus campestris,Tawny Pipit,Anthus campestris,Tawny Pipit,Anthus campestris,"(Linnaeus, 1758)",,,,Least Concern,Schedule-II,High,,Appendix II,,,,,,,,,,,
1302,Passeriformes,Motacillidae,Nilgiri Pipit Anthus nilghiriensis,Nilgiri Pipit,Anthus nilghiriensis,Nilgiri Pipit,Anthus nilghiriensis,"Sharpe, 1885",,,,Vulnerable,Schedule-I,High,,,X,,,,,,,,,X,
1303,Passeriformes,Motacillidae,Upland Pipit Anthus sylvanus,Upland Pipit,Anthus sylvanus,Upland Pipit,Anthus sylvanus,"(Hodgson, 1845)",,,,Least Concern,Schedule-II,Low,,Appendix II,,,,,,,,,,,
1304,Passeriformes,Motacillidae,Meadow Pipit Anthus pratensis,Meadow Pipit,Anthus pratensis,Meadow Pipit,Anthus pratensis,"(Linnaeus, 1758)",,X,,Least Concern,Schedule-II,,,Appendix II,,,,,,,,,,,
1305,Passeriformes,Motacillidae,Rosy Pipit Anthus roseatus,Rosy Pipit,Anthus roseatus,Rosy Pipit,Anthus roseatus,"Blyth, 1847",Vinaceous-breasted Pipit,,,Least Concern,Schedule-II,Low,,Appendix II,,,,,,,,,,,
1306,Passeriformes,Motacillidae,Tree Pipit Anthus trivialis,Tree Pipit,Anthus trivialis,Tree Pipit,Anthus trivialis,"(Linnaeus, 1758)",Eurasian Tree Pipit,,,Least Concern,Schedule-II,Moderate,,Appendix II,,,,,,,,,,,
1307,Passeriformes,Motacillidae,Olive-backed Pipit Anthus hodgsoni,Olive-backed Pipit,Anthus hodgsoni,Olive-backed Pipit,Anthus hodgsoni,"Richmond, 1907",Indian Tree Pipit,,,Least Concern,Schedule-II,High,,Appendix II,,,,,,,,,,,
1308,Passeriformes,Motacillidae,Red-throated Pipit Anthus cervinus,Red-throated Pipit,Anthus cervinus,Red-throated Pipit,Anthus cervinus,"(Pallas, 1811)",,,,Least Concern,Schedule-II,,,Appendix II,,,,,,,,,,,
1309,Passeriformes,Motacillidae,Water Pipit Anthus spinoletta,Water Pipit,Anthus spinoletta,Water Pipit,Anthus spinoletta,"(Linnaeus, 1758)",,,,Least Concern,Schedule-II,,,Appendix II,,,,,,,,,,,
1310,Passeriformes,Motacillidae,Buff-bellied Pipit Anthus japonicus,Buff-bellied Pipit,Anthus japonicus,Siberian Pipit,Anthus japonicus,"Temminck & Schlegel, 1847",Siberian Pipit, [American Pipit],,,Least Concern,Schedule-II,,,Appendix II,,,,,,,,,,
1311,Passeriformes,Fringillidae,Common Chaffinch Fringilla coelebs,Common Chaffinch,Fringilla coelebs,Common Chaffinch,Fringilla coelebs,"Linnaeus, 1758",Eurasian Chaffinch,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1312,Passeriformes,Fringillidae,Brambling Fringilla montifringilla,Brambling,Fringilla montifringilla,Brambling,Fringilla montifringilla,"Linnaeus, 1758",,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1313,Passeriformes,Fringillidae,Black-and-yellow Grosbeak Mycerobas icterioides,Black-and-yellow Grosbeak,Mycerobas icterioides,Black-and-yellow Grosbeak,Mycerobas icterioides,"(Vigors, 1831)",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1314,Passeriformes,Fringillidae,Collared Grosbeak Mycerobas affinis,Collared Grosbeak,Mycerobas affinis,Collared Grosbeak,Mycerobas affinis,"(Blyth, 1855)",Allied Grosbeak,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1315,Passeriformes,Fringillidae,Spot-winged Grosbeak Mycerobas melanozanthos,Spot-winged Grosbeak,Mycerobas melanozanthos,Spot-winged Grosbeak,Mycerobas melanozanthos,"(Hodgson, 1836)",,,,Least Concern,Schedule-II,Low,,,,,,,,,,,,,
1316,Passeriformes,Fringillidae,White-winged Grosbeak Mycerobas carnipes,White-winged Grosbeak,Mycerobas carnipes,White-winged Grosbeak,Mycerobas carnipes,"(Hodgson, 1836)",,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1317,Passeriformes,Fringillidae,Hawfinch Coccothraustes coccothraustes,Hawfinch,Coccothraustes coccothraustes,Hawfinch,Coccothraustes coccothraustes,"(Linnaeus, 1758)",,X,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1318,Passeriformes,Fringillidae,Yellow-billed Grosbeak Eophona migratoria,Yellow-billed Grosbeak,Eophona migratoria,Yellow-billed Grosbeak,Eophona migratoria,"Hartert, 1903",,X,,Least Concern,Recent addition,,,,,,,,,,,,,,
1319,Passeriformes,Fringillidae,Common Rosefinch Carpodacus erythrinus,Common Rosefinch,Carpodacus erythrinus,Common Rosefinch,Carpodacus erythrinus,"(Pallas, 1770)",,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1320,Passeriformes,Fringillidae,Scarlet Finch Carpodacus sipahi,Scarlet Finch,Carpodacus sipahi,Scarlet Finch,Carpodacus sipahi,"(Hodgson, 1836)",,,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1321,Passeriformes,Fringillidae,Blyth's Rosefinch Carpodacus grandis,Blyth's Rosefinch,Carpodacus grandis,Blyth's Rosefinch,Carpodacus grandis,"Blyth, 1849",Red-mantled Rosefinch (with C. rhodochlamys EL),,,Not recognized,Schedule-II,Moderate,,,,,,,,,,,,,
1322,Passeriformes,Fringillidae,Himalayan Beautiful Rosefinch Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,"(Moore, 1856)",Beautiful Rosefinch (with C. waltoni),,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
1323,Passeriformes,Fringillidae,Pink-rumped Rosefinch Carpodacus waltoni,Pink-rumped Rosefinch,Carpodacus waltoni,Pink-rumped Rosefinch,Carpodacus waltoni,"(Sharpe, 1905)",,X,,Least Concern,Schedule-II,,,,,,,,,,,,,,
1324,Passeriformes,Fringillidae,Dark-rumped Rosefinch Carpodacus edwardsii,Dark-rumped Rosefinch,Carpodacus edwardsii,Dark-rumped Rosefinch,Carpodacus edwardsii,"Verreaux, 1871",Large Rosefinch,,,Least Concern,Schedule-II,Moderate,,,,,,,,,,,,,
